_lab_item,_lab_fragment,NaO,MgO,AlO,SiO,KO,CaO,FeO
s151,f3,0.480225257,0.25789571,0.118209122,0.840633084,0.091574723,0.403168778,0.00337419
s151,f4,0.484663715,0.259058856,0.115822087,0.849591188,0.083484024,0.405230191,0.003389069
s151,f4,0.487336709,0.261191872,0.116729032,0.816441513,0.077451759,0.372246131,0.004502151
s151,f4,0.485585451,0.258205371,0.116053963,0.804688527,0.079348955,0.367291305,0.003312673
s152,f1,0.494751333,0.258050494,0.132602414,0.796442773,0.085828857,0.36736477,0.003310686
s152,f1,0.494454571,0.25861883,0.136013654,0.812775781,0.082208219,0.379917939,0.00450936
s152,f1,0.494850293,0.258851692,0.133040724,0.855473639,0.100288926,0.418825883,0.0034139
s152,f2,0.495791403,0.257431915,0.134741116,0.812044612,0.082142478,0.375649031,0.003334608
s152,f2,0.496436351,0.255943132,0.124930212,0.811719859,0.069815446,0.381173739,0.004506205
s152,f2,0.49519681,0.254997892,0.135687613,0.80839862,0.082019357,0.376288177,0.00332961
s152,f3,0.496485997,0.259603451,0.131703776,0.800595062,0.079476015,0.369760419,0.003317977
s152,f3,0.494157988,0.259032951,0.122947235,0.80099546,0.079444231,0.371799704,0.004481937
s152,f3,0.498276567,0.257586421,0.127555974,0.79278755,0.083584265,0.362040209,0.003304732
s152,f4,0.496237816,0.253599254,0.132496374,0.813588963,0.088593215,0.379386426,0.003337945
s152,f4,0.491988469,0.256866188,0.133533887,0.811557531,0.092421097,0.379234702,0.004504853
s152,f4,0.497529713,0.259447736,0.126211021,0.811151854,0.084348353,0.37689072,0.003334942
s153,f1,0.48587689,0.260357394,0.107356522,0.836858733,0.089349467,0.391057762,0.003366102
s153,f1,0.487531683,0.261400909,0.115267473,0.840296898,0.070608835,0.393332488,0.004557869
s153,f1,0.489436769,0.261950428,0.109186265,0.840464974,0.087466449,0.39043257,0.003373515
s153,f2,0.487531683,0.260071158,0.113801452,0.815299295,0.074960048,0.373289881,0.003329943
s153,f2,0.487531683,0.259603451,0.108511405,0.800274888,0.081422796,0.361461407,0.004466277
s153,f2,0.486849616,0.25975926,0.099848624,0.820780141,0.084449631,0.379500259,0.003338946
s153,f3,0.481090441,0.258489553,0.117267222,0.851292071,0.078771817,0.404016322,0.003388391
s153,f3,0.486508941,0.260175207,0.105041476,0.824234667,0.084576401,0.380412153,0.00451884
s153,f3,0.488361192,0.260149191,0.110217455,0.830356626,0.082694681,0.387011837,0.003357025
s153,f4,0.487287978,0.25681482,0.10178424,0.826793759,0.084635625,0.380069936,0.003346635
s153,f4,0.488117072,0.260904719,0.105536333,0.833184644,0.064467117,0.387941781,0.004540128
s153,f4,0.486995693,0.258541256,0.109044415,0.837779785,0.091437463,0.393214506,0.003369132
s154,f1,0.485536895,0.256147968,0.137408093,0.839792871,0.004555591,0.395264547,0.003371492
s154,f1,0.482198222,0.249174955,0.137353141,0.841726617,0.003370143,0.395699577,0.004554225
s154,f1,0.48719053,0.25789571,0.132456631,0.836775052,0.003367448,0.393293156,0.003367448
s154,f2,0.492825561,0.261688608,0.131585296,0.834685727,0.093611691,0.402323012,0.00337689
s154,f2,0.492924136,0.25553395,0.130276,0.817094928,0.084551032,0.385698231,0.004517484
s154,f2,0.493565354,0.267268903,0.133360405,0.859074184,0.100539962,0.422401076,0.003422445
s154,f3,0.493367967,0.259499631,0.130706621,0.805252006,0.093996287,0.370611846,0.003322958
s154,f3,0.49302273,0.256071136,0.129509635,0.80613827,0.090202332,0.372842202,0.00449091
s154,f3,0.494899781,0.257071763,0.13800022,0.808156137,0.082035762,0.376966106,0.003329943
s154,f4,0.494850293,0.263421465,0.132430142,0.828697573,0.09709164,0.393214506,0.003366775
s154,f4,0.494751333,0.258825808,0.12992473,0.829029118,0.089349467,0.395501777,0.004548308
s154,f4,0.496485997,0.258929359,0.131217372,0.851632656,0.082951432,0.394751037,0.003367448
s155,f1,0.491496726,0.261950428,0.119397144,0.812531985,0.072374591,0.370352509,0.003328944
s155,f1,0.486557594,0.260019149,0.118469469,0.845100267,0.076115755,0.398798102,0.004569278
s155,f1,0.494652393,0.26307924,0.118694775,0.845184781,0.095837618,0.396571074,0.003388053
s155,f2,0.48719053,0.259967151,0.111883179,0.834018245,0.078128529,0.38747653,0.003361056
s155,f2,0.490514715,0.258334506,0.113335821,0.831353653,0.089170947,0.386122733,0.004539674
s155,f2,0.487873075,0.261662441,0.114509213,0.826463107,0.080258709,0.383237645,0.003350653
s155,f3,0.486411649,0.254437513,0.123823267,0.759420224,0.062156493,0.331244005,0.003239618
s155,f3,0.487873075,0.255355139,0.127658059,0.76154958,0.062268475,0.33551118,0.004385288
s155,f3,0.484615251,0.25553395,0.135416509,0.759040609,0.070467759,0.335108808,0.003241562
s155,f4,0.489681549,0.259629413,0.111080513,0.819058311,0.079938315,0.37501097,0.003337277
s155,f4,0.488214705,0.257277503,0.108989907,0.809207423,0.069501983,0.370278446,0.004485972
s155,f4,0.489583622,0.259499631,0.119409084,0.81301965,0.082011155,0.372246131,0.003329277
s156,f1,0.495989759,0.259369913,0.127466716,0.791915963,0.087650321,0.360162486,0.003302089
s156,f1,0.498475918,0.25861883,0.135592665,0.787651142,0.089546252,0.359514776,0.004458245
s156,f1,0.497231284,0.259473682,0.126957867,0.824069836,0.089037291,0.382510184,0.003354676
s156,f2,0.497082137,0.26137477,0.133440446,0.843749187,0.094043297,0.403330078,0.00339246
s156,f2,0.496933035,0.257534909,0.125656913,0.843917954,0.091996937,0.402685266,0.004580258
s156,f2,0.496436351,0.264186496,0.13082431,0.843749187,0.08996811,0.398558895,0.003389408
s156,f3,0.497082137,0.258722298,0.133827985,0.832601619,0.097227664,0.392271922,0.003371492
s156,f3,0.500123606,0.263000328,0.137257027,0.862086211,0.098835345,0.41786369,0.004630919
s156,f3,0.497181564,0.259603451,0.128799287,0.813426261,0.079930322,0.37527357,0.003336944
s156,f4,0.498675348,0.260305328,0.129393129,0.840380932,0.078693084,0.399836326,0.003385343
s156,f4,0.496188194,0.262763734,0.13502437,0.832518363,0.087405244,0.391644789,0.004555136
s156,f4,0.497678994,0.25681482,0.123563511,0.810341107,0.084297759,0.377003805,0.003333275
s157,f1,0.485294187,0.258231193,0.113733191,0.840801227,0.073299609,0.39408053,0.003371492
s157,f1,0.48719053,0.258903467,0.108337925,0.825389403,0.064229029,0.385004599,0.004523361
s157,f1,0.488752037,0.257431915,0.104538485,0.814647316,0.057251582,0.373999806,0.003327946
s157,f2,0.47984123,0.254997892,0.108446317,0.806218888,0.004463152,0.363091649,0.00330308
s157,f2,0.481764439,0.256891876,0.111827251,0.812938352,0.003314661,0.364073321,0.004479248
s157,f2,0.479457511,0.257328963,0.105494127,0.808802921,0.003307707,0.365495979,0.003307707
s157,f3,0.48782429,0.257174612,0.108381269,0.769049456,0.068166639,0.341639224,0.003256182
s157,f3,0.487921864,0.260097167,0.111291766,0.795965051,0.071726142,0.359838485,0.004458245
s157,f3,0.488898685,0.25797309,0.108859197,0.807671389,0.066603377,0.365167181,0.003315987
s157,f4,0.489681549,0.25658379,0.111793708,0.858301365,0.07664277,0.409753303,0.003405035
s157,f4,0.493713445,0.270793159,0.122922648,0.890831485,0.07805044,0.42878485,0.004685419
s157,f4,0.480898043,0.25836034,0.110736696,0.895028247,0.096250607,0.447848622,0.003472085
s158,f1,0.502278767,0.263289787,0.136750115,0.838282603,0.07866948,0.395580885,0.003384328
s158,f1,0.497977691,0.260487605,0.133948484,0.834018245,0.085341024,0.39380477,0.004559693
s158,f1,0.499473867,0.260461558,0.130471561,0.818403326,0.080194528,0.380221995,0.003347974
s158,f2,0.496188194,0.258955253,0.132020245,0.84290586,0.078756064,0.402202333,0.003388053
s158,f2,0.497032432,0.261950428,0.139470803,0.844171167,0.078882175,0.404865648,0.004585299
s158,f2,0.497032432,0.259136585,0.136996486,0.843580454,0.083517424,0.402202333,0.003390425
s158,f3,0.495692254,0.259837199,0.138317986,0.893686711,0.094571416,0.451626395,0.003484607
s158,f3,0.496188194,0.25789571,0.137366877,0.865281839,0.084483418,0.4235431,0.004634162
s158,f3,0.492382217,0.261871854,0.144916147,0.899964465,0.092810082,0.459599418,0.003496825
s158,f4,0.498824973,0.259863184,0.132668731,0.832934726,0.093508775,0.391566468,0.003372841
s158,f4,0.496237816,0.262029025,0.130249948,0.834018245,0.093546186,0.395027459,0.004559693
s158,f4,0.499124358,0.259941155,0.132456631,0.83002455,0.085161996,0.389107354,0.003367448
s159,f1,0.493861582,0.252789033,0.118315558,0.770357952,0.070920198,0.342254728,0.003262048
s159,f1,0.494009762,0.249573954,0.109569087,0.789149102,0.078850628,0.359011808,0.004448003
s159,f1,0.493861582,0.251553396,0.11321122,0.776079745,0.071119053,0.349448179,0.003271195
s159,f2,0.495989759,0.256096744,0.118789768,0.821601331,0.084737249,0.386857063,0.003350653
s159,f2,0.49297343,0.259837199,0.118647306,0.819140221,0.088823857,0.386393113,0.004522004
s159,f2,0.495940162,0.255023393,0.123922365,0.816931525,0.077715543,0.384196937,0.003342955
s159,f3,0.497032432,0.254819456,0.114154784,0.814565856,0.084483418,0.384812145,0.003340282
s159,f3,0.497032432,0.254819456,0.114154784,0.814565856,0.084483418,0.384812145,0.004513872
s159,f3,0.495940162,0.256660777,0.126564907,0.818485171,0.077746636,0.381936849,0.003344627
s159,f4,0.500323695,0.263316118,0.129911738,0.808964698,0.079858417,0.373401885,0.003333942
s159,f4,0.495593126,0.258179552,0.125030196,0.814158675,0.079954305,0.379083038,0.004510262
s159,f4,0.494998771,0.253523185,0.117584271,0.80316107,0.077104009,0.369316972,0.00331665
s160,f1,0.482922062,0.256840502,0.099918542,0.858215539,0.076566166,0.412755447,0.003401292
s160,f1,0.486217123,0.260149191,0.106692971,0.853422964,0.071111942,0.409917237,0.004589886
s160,f1,0.486314376,0.259681344,0.091483194,0.840296898,0.073277623,0.39486948,0.00337048
s160,f2,0.485779724,0.255457302,0.092772966,0.865974341,0.08862866,0.421894498,0.003418341
s160,f2,0.481619931,0.257071763,0.093986888,0.853679029,0.085743071,0.404501433,0.004581174
s160,f2,0.480321312,0.256660777,0.099231478,0.845692044,0.076039678,0.403895136,0.003377904
s160,f3,0.486265747,0.255508398,0.095828035,0.813263592,0.077242921,0.370945547,0.003322958
s160,f3,0.488263529,0.256891876,0.088327834,0.814891747,0.063851194,0.375198522,0.004496752
s160,f3,0.483308555,0.261113526,0.092689508,0.825141824,0.082364563,0.382471935,0.003343624
s160,f4,0.482584135,0.255329605,0.089197702,0.835687951,0.075645298,0.394277619,0.003360384
s160,f4,0.484421444,0.260305328,0.095197652,0.838198779,0.073160472,0.39125334,0.004547398
s160,f4,0.484809136,0.25797309,0.095273841,0.838366436,0.082968024,0.396333203,0.003368122
s161,f1,0.492332981,0.255457302,0.128259465,0.825306868,0.091072444,0.38984736,0.003355683
s161,f1,0.491791713,0.256943259,0.134902903,0.83310133,0.089403093,0.392782208,0.004551493
s161,f1,0.49203767,0.259733285,0.128349278,0.826793759,0.082719493,0.389808378,0.003358033
s161,f2,0.490563769,0.257328963,0.131545826,0.803402054,0.004477905,0.369316972,0.003313998
s161,f2,0.485100109,0.254208623,0.125117748,0.801476201,0.003306054,0.369058541,0.004467618
s161,f2,0.488947577,0.255891948,0.137366877,0.803643111,0.003314661,0.37064891,0.003314661
s161,f3,0.488947577,0.25604553,0.132708538,0.819549893,0.084551032,0.383007771,0.003342955
s161,f3,0.49262847,0.258903467,0.130902828,0.807832939,0.092254889,0.375799321,0.004496752
s161,f3,0.495692254,0.259110673,0.124046349,0.797797877,0.066510197,0.368394833,0.003311348
s161,f4,0.492529954,0.256840502,0.127173879,0.807832939,0.084146159,0.377871911,0.00332728
s161,f4,0.494059166,0.262029025,0.122346267,0.812044612,0.08649229,0.380678535,0.004508008
s161,f4,0.489779495,0.254539309,0.128786408,0.815788621,0.088566641,0.380450196,0.00333661
s162,f1,0.482053584,0.255764034,0.108089034,0.82209444,0.07517023,0.385582539,0.003339614
s162,f1,0.483695356,0.255866361,0.116077176,0.832102208,0.075501708,0.384850628,0.004532417
s162,f1,0.483646989,0.259733285,0.104664006,0.817994227,0.063934254,0.378098702,0.003331942
s162,f2,0.48239114,0.257020354,0.112320375,0.816931525,0.079754668,0.376288177,0.00332961
s162,f2,0.483501917,0.25410696,0.104643076,0.818239662,0.079794556,0.377418737,0.004501251
s162,f2,0.482342903,0.259863184,0.106533051,0.823493189,0.08447497,0.379007229,0.003340282
s162,f3,0.480561532,0.256737787,0.099649126,0.819304065,0.079818498,0.380260019,0.003332275
s162,f3,0.480849956,0.255917539,0.109262722,0.817013223,0.072352881,0.377343261,0.004497201
s162,f3,0.484469888,0.256943259,0.107937816,0.819549893,0.075072572,0.378742017,0.003334942
s162,f4,0.482150005,0.260800378,0.110482295,0.837193544,0.078230162,0.39364728,0.003365092
s162,f4,0.482342903,0.258515403,0.102263752,0.83552083,0.078151971,0.393844152,0.004542853
s162,f4,0.482728932,0.25658379,0.105441393,0.831935804,0.09109977,0.391175097,0.00335669
s163,f1,0.482584135,0.253269789,0.110515444,0.811395236,0.081790024,0.373700726,0.0033203
s163,f1,0.484663715,0.256378605,0.10777603,0.787572381,0.065934068,0.35519086,0.004435566
s163,f1,0.483646989,0.258257017,0.108489704,0.829692607,0.080290819,0.386431754,0.003351994
s163,f2,0.475114239,0.251251713,0.10547303,0.810827458,0.004468511,0.36666744,0.003307046
s163,f2,0.477877909,0.250950392,0.095254788,0.808075326,0.00330308,0.364036916,0.004463152
s163,f2,0.474259803,0.25266267,0.110030245,0.808560316,0.003305723,0.368357995,0.003305723
s163,f3,0.484082467,0.258903467,0.107045639,0.861052328,0.079214176,0.41407838,0.00340776
s163,f3,0.478499554,0.254310326,0.110151344,0.859160096,0.086069515,0.417487782,0.004598615
s163,f3,0.483888873,0.254310326,0.086069515,0.860105692,0.073984475,0.413540428,0.003403333
s163,f4,0.482825488,0.251956204,0.103539717,0.797000478,0.069010266,0.365495979,0.00329648
s163,f4,0.480225257,0.253320448,0.11053755,0.813670326,0.063717247,0.374373993,0.004487318
s163,f4,0.480753795,0.257071763,0.099778754,0.820205796,0.082191779,0.386470399,0.00333661
s164,f1,0.48841003,0.253979938,0.12877353,0.817667095,0.004508008,0.3809832,0.003336276
s164,f1,0.490956377,0.254462958,0.134781545,0.817748865,0.003335943,0.37610008,0.004507557
s164,f1,0.487141814,0.252511118,0.127301117,0.815136251,0.003330276,0.380031931,0.003330276
s164,f2,0.492529954,0.250448993,0.125005193,0.794771998,0.083534129,0.366227703,0.00330308
s164,f2,0.490514715,0.260253272,0.132086271,0.826297831,0.087065027,0.391644789,0.004537859
s164,f2,0.497231284,0.258127921,0.116019152,0.797957453,0.079325154,0.366887506,0.003311679
s164,f3,0.494800811,0.257586421,0.119218182,0.804366715,0.084062055,0.378401302,0.003323955
s164,f3,0.48841003,0.256199203,0.123501744,0.812694507,0.082076791,0.382013244,0.004502151
s164,f3,0.494998771,0.256686444,0.120621227,0.80646079,0.084095687,0.375198522,0.003325285
s164,f4,0.485488344,0.254870425,0.129276727,0.842484512,0.101134901,0.405270716,0.003382298
s164,f4,0.490367583,0.256378605,0.128208171,0.824646887,0.072919441,0.392625126,0.004532417
s164,f4,0.49203767,0.255917539,0.127990402,0.840717151,0.095674832,0.402081691,0.003382298
s165,f1,0.479505459,0.255125423,0.102192192,0.803643111,0.063412137,0.36894784,0.003305062
s165,f1,0.481619931,0.252864881,0.084348353,0.821847849,0.082150693,0.382089655,0.004506205
s165,f1,0.477686796,0.254284897,0.098934229,0.840633084,0.080661007,0.400356451,0.003367448
s165,f2,0.482294672,0.254895913,0.093405972,0.800595062,0.081341414,0.367034291,0.003302089
s165,f2,0.481860802,0.254361194,0.098914444,0.803964633,0.079230021,0.370167379,0.004469852
s165,f2,0.476780053,0.255176453,0.099231478,0.812857062,0.077142571,0.375348632,0.003318309
s165,f3,0.466079061,0.249524044,0.097822565,0.887807801,0.103415544,0.461764619,0.003458224
s165,f3,0.471187111,0.255585062,0.108587389,0.886122567,0.10514657,0.454616988,0.004671383
s165,f3,0.474544444,0.250774788,0.087501443,0.887719024,0.108674294,0.456302186,0.003459954
s165,f4,0.479169923,0.253548539,0.10434005,0.783487634,0.065710273,0.353030791,0.003271522
s165,f4,0.47984123,0.252359657,0.102079843,0.801796856,0.076742471,0.366374223,0.004460921
s165,f4,0.479122008,0.257174612,0.100539962,0.803723479,0.071862551,0.368984737,0.003305723
s166,f1,0.490465666,0.256840502,0.119099024,0.805493618,0.086095339,0.37501097,0.003320633
s166,f1,0.490465666,0.256840502,0.119099024,0.805493618,0.086095339,0.37501097,0.004487318
s166,f1,0.491693364,0.257560664,0.122358502,0.814484403,0.08650094,0.3810213,0.003336276
s166,f2,0.491791713,0.257071763,0.121748237,0.825637057,0.09109066,0.391723126,0.003356354
s166,f2,0.491251039,0.257174612,0.114520664,0.824317094,0.082554219,0.3881358,0.004528339
s166,f2,0.491840894,0.254513856,0.120392264,0.827538208,0.0729778,0.391175097,0.00335669
s166,f3,0.490514715,0.258515403,0.118020139,0.832351876,0.095292897,0.399916302,0.003368796
s166,f3,0.490171475,0.261740951,0.123625308,0.83360134,0.087396504,0.399876312,0.00455468
s166,f3,0.492136088,0.252410134,0.123402982,0.810746379,0.079738719,0.378060894,0.003328944
s166,f4,0.486168504,0.25193101,0.114520664,0.799714892,0.093611691,0.374898484,0.003309362
s166,f4,0.489779495,0.255789612,0.117925761,0.810341107,0.072316714,0.377154636,0.004494953
s166,f4,0.494059166,0.257097471,0.119444912,0.810422145,0.072403546,0.37851484,0.003330276
s167,f1,0.483646989,0.255304073,0.101459051,0.787966266,0.059826893,0.355688476,0.003281679
s167,f1,0.484421444,0.255074403,0.112488982,0.793977624,0.066112331,0.357399884,0.004447558
s167,f1,0.483018656,0.252561625,0.107410214,0.781765856,0.068487776,0.35172699,0.003271522
s167,f2,0.478260364,0.255304073,0.110085273,0.809774067,0.004468958,0.362946441,0.003307377
s167,f2,0.479026193,0.256968955,0.11016236,0.809531171,0.003309362,0.367254577,0.004472087
s167,f2,0.478930398,0.255074403,0.103788511,0.80702551,0.003304071,0.364474022,0.003304071
s167,f3,0.482101792,0.262343648,0.107592967,0.870315056,0.090917752,0.422781408,0.003425527
s167,f3,0.488800915,0.257483407,0.109711619,0.822258875,0.075222868,0.379234702,0.004515678
s167,f3,0.486022675,0.25122659,0.105536333,0.774141969,0.080322942,0.343420375,0.003260744
s167,f4,0.482487628,0.259421792,0.112748004,0.849676152,0.003387036,0.405838493,0.003387036
s167,f4,0.486946996,0.260383431,0.105536333,0.862000007,0.084087278,0.417028798,0.004612432
s167,f4,0.483453569,0.259577492,0.110836404,0.84315877,0.078473052,0.397842134,0.003375877
s168,f1,0.489338891,0.254870425,0.145642542,0.81881263,0.130732765,0.39736501,0.003354676
s168,f1,0.492382217,0.255278544,0.143201865,0.828946219,0.1302239,0.405716759,0.004558781
s168,f1,0.49071096,0.252460621,0.142573161,0.837193544,0.134391244,0.409958231,0.003385682
s168,f2,0.486898304,0.253878366,0.143216186,0.815870204,0.135294689,0.396055867,0.003348643
s168,f2,0.484760657,0.256737787,0.150528928,0.839540971,0.140619165,0.420168272,0.00458484
s168,f2,0.484373004,0.252460621,0.146827038,0.820698067,0.133267086,0.404016322,0.003357361
s168,f3,0.486411649,0.249324505,0.14101345,0.80099546,0.128246639,0.386857063,0.003322293
s168,f3,0.489926451,0.250549193,0.140310143,0.806299514,0.127352047,0.387670317,0.004502151
s168,f3,0.487093102,0.248056187,0.140591044,0.795567168,0.126602883,0.380069936,0.003312341
s168,f4,0.488019458,0.251377371,0.138248844,0.82439953,0.137092418,0.404784683,0.003363746
s168,f4,0.488214705,0.254513856,0.1461678,0.838282603,0.138221197,0.419119163,0.004583007
s168,f4,0.490024446,0.25658379,0.142516143,0.8347692,0.140240005,0.410655753,0.003383989
s169,f1,0.47649407,0.255048897,0.111291766,0.83151994,0.004517484,0.38243369,0.00334329
s169,f1,0.475637153,0.255712887,0.118362894,0.829360796,0.003338612,0.379766002,0.004511615
s169,f1,0.470292706,0.266441652,0.121019934,0.827703732,0.003336276,0.377380997,0.003336276
s169,f2,0.484034061,0.260956905,0.109088042,0.812531985,0.072237209,0.370278446,0.003322625
s169,f2,0.487629199,0.258722298,0.103477612,0.795328534,0.068961976,0.35352538,0.004451118
s169,f2,0.487873075,0.259084763,0.112725457,0.795249005,0.079008487,0.36009046,0.003298788
s169,f3,0.482439382,0.253041948,0.106511747,0.793977624,0.07154705,0.360811362,0.003290881
s169,f3,0.48587689,0.259863184,0.10689588,0.798915577,0.069134597,0.363673061,0.004462706
s169,f3,0.485003098,0.258748172,0.113881141,0.816849836,0.077467251,0.377531979,0.003332275
s169,f4,0.480225257,0.260019149,0.10605473,0.902036765,0.09463764,0.457764692,0.003486698
s169,f4,0.480994232,0.257431915,0.114669638,0.88117415,0.087125994,0.434048066,0.004654597
s169,f4,0.48190899,0.261191872,0.104141992,0.869793023,0.084348353,0.423416056,0.003423814
s170,f1,0.499373983,0.259447736,0.113437869,0.853422964,0.003408101,0.406935737,0.003408101
s170,f1,0.494256829,0.260019149,0.109667743,0.843917954,0.073659659,0.399596496,0.004578426
s170,f1,0.493318633,0.26307924,0.110305664,0.85350831,0.003408101,0.41156019,0.003408101
s170,f2,0.49470186,0.253421796,0.094855557,0.787336145,0.052923913,0.353949865,0.003289236
s170,f2,0.496535648,0.253903755,0.104894521,0.785448804,0.003288907,0.354268563,0.004444446
s170,f2,0.497330741,0.252687938,0.099958518,0.785134687,0.063051716,0.35070846,0.003286277
s170,f3,0.491693364,0.259707313,0.109098951,0.835771524,0.003370817,0.391331599,0.003370817
s170,f3,0.494949273,0.258955253,0.101104565,0.840296898,0.003380945,0.39486948,0.004568821
s170,f3,0.49297343,0.262317415,0.105906357,0.835938695,0.058006512,0.391135982,0.003371829
s170,f4,0.497927896,0.256917566,0.097959613,0.812044612,0.069808465,0.375348632,0.003334608
s170,f4,0.495791403,0.255508398,0.090545753,0.813833076,0.069836394,0.377041507,0.004508008
s170,f4,0.497430217,0.260800378,0.106714312,0.819386,0.003345965,0.376288177,0.003345965
s171,f1,0.48524566,0.263105549,0.117267222,0.849336349,0.065017423,0.402564478,0.003388391
s171,f1,0.482535879,0.256968955,0.109470519,0.847469863,0.083317222,0.40151917,0.004570192
s171,f1,0.481668096,0.262396122,0.114223297,0.84814811,0.07621477,0.404541885,0.003385682
s171,f2,0.484566792,0.26265865,0.114933681,0.83552083,0.064531616,0.390120349,0.003363073
s171,f2,0.48524566,0.258463705,0.109011707,0.839037397,0.073219024,0.392468107,0.004551038
s171,f2,0.484082467,0.253573895,0.102141109,0.833684705,0.075592364,0.392507356,0.003358033
s171,f3,0.481619931,0.252915459,0.102930631,0.817258363,0.077382084,0.37896933,0.003328944
s171,f3,0.48398566,0.255355139,0.104319184,0.811232973,0.07719659,0.373812853,0.004487318
s171,f3,0.485779724,0.256660777,0.104225339,0.812044612,0.066650015,0.371948454,0.003318309
s171,f4,0.476684706,0.253345781,0.099310895,0.819386,0.003320965,0.372879488,0.003320965
s171,f4,0.477830123,0.256481177,0.101256336,0.822012235,0.003328944,0.376212927,0.004498101
s171,f4,0.475732289,0.255329605,0.113699077,0.820944313,0.004495403,0.376928411,0.003326948
s172,f1,0.487434186,0.253193819,0.093144801,0.793660096,0.060030651,0.352395907,0.108110654
s172,f1,0.486703583,0.252435376,0.093042398,0.790491796,0.071511286,0.353949865,0.107991798
s172,f1,0.48587689,0.254997892,0.096849214,0.796363133,0.00329681,0.354764887,0.106703641
s172,f2,0.488556575,0.25604553,0.088735078,0.822587845,0.067145055,0.376288177,0.114246144
s172,f2,0.485294187,0.255176453,0.103425886,0.825306868,0.072722824,0.374636147,0.11576419
s172,f2,0.489094283,0.253700714,0.103250211,0.819549893,0.00333928,0.375236044,0.119767849
s172,f3,0.483018656,0.258102109,0.102376304,0.80484948,0.071984821,0.361136238,0.108706901
s172,f3,0.483163584,0.253497834,0.102130895,0.801155675,0.063380439,0.359011808,0.106917262
s172,f3,0.483550269,0.255891948,0.100821868,0.80646079,0.069390868,0.365642207,0.111827251
s172,f4,0.485439797,0.251704374,0.09334061,0.797638334,0.060156848,0.358617112,0.115602234
s172,f4,0.484566792,0.252915459,0.104768723,0.81807603,0.057383412,0.376062472,0.123650035
s172,f4,0.482922062,0.256789139,0.102192192,0.832102208,0.003359712,0.387902989,0.129678107
s173,f1,0.492332981,0.259681344,0.111536878,0.827620966,0.075426244,0.376853033,0.003350988
s173,f1,0.489975446,0.261035204,0.099948523,0.823575543,0.069969209,0.375912077,0.004516581
s173,f1,0.516489665,0.289499995,0.121177363,0.905561578,0.095035954,0.414451218,0.003501373
s173,f2,0.485197138,0.261950428,0.104507128,0.844508903,0.073483088,0.400676865,0.003380269
s173,f2,0.484276139,0.259707313,0.105673619,0.836942423,0.078206697,0.391175097,0.004546034
s173,f2,0.479553412,0.257586421,0.098795818,0.837360999,0.057855891,0.398080911,0.003363073
s173,f3,0.481571772,0.257509157,0.106810398,0.829029118,0.072802863,0.386354476,0.003348978
s173,f3,0.485439797,0.254768497,0.09771502,0.814240095,0.077327935,0.376551671,0.004494953
s173,f3,0.48524566,0.256968955,0.097412572,0.808560316,0.072092879,0.370167379,0.003315987
s173,f4,0.479649332,0.251729545,0.100630489,0.773368214,0.059332385,0.345072755,0.003254554
s173,f4,0.481957183,0.256404244,0.101509793,0.788754626,0.073903137,0.35779324,0.004436453
s173,f4,0.48607128,0.25898115,0.096510835,0.788202691,0.06877603,0.360198504,0.003285291
s174,f1,0.488361192,0.256327335,0.091565566,0.839289146,0.061507264,0.404582341,0.003373853
s174,f1,0.493121345,0.254768497,0.090103164,0.80775216,0.057114343,0.373364547,0.004485972
s174,f1,0.495048273,0.253320448,0.077034647,0.804929969,0.003313998,0.369612544,0.003313998
s174,f2,0.494108574,0.258774048,0.083801866,0.80275959,0.004477457,0.371093955,0.003313335
s174,f2,0.494108574,0.255023393,0.094751273,0.825224342,0.003349648,0.386470399,0.004526076
s174,f2,0.493713445,0.256532479,0.086328111,0.813263592,0.00332961,0.379045132,0.00332961
s174,f3,0.491545878,0.255253018,0.070764345,0.843496101,0.05815171,0.405919668,0.003380269
s174,f3,0.494059166,0.258722298,0.077762187,0.821930038,0.003344962,0.386818379,0.004520196
s174,f3,0.491201917,0.257097471,0.086466346,0.862862438,0.003419025,0.427500423,0.003419025
s174,f4,0.492332981,0.257123182,0.087896086,0.80171668,0.003311348,0.372730366,0.003311348
s174,f4,0.49519681,0.260201226,0.090600097,0.817094928,0.004510713,0.38151695,0.004510713
s174,f4,0.495494017,0.255738459,0.082422238,0.82209444,0.003345965,0.386934442,0.003345965
s175,f1,0.484179293,0.257020354,0.106256425,0.845776617,0.078638019,0.405919668,0.003382974
s175,f1,0.485391256,0.262448607,0.106171454,0.84400235,0.089716552,0.399516585,0.004567451
s175,f1,0.484373004,0.258153735,0.114154784,0.847046234,0.064932955,0.404339665,0.003383989
s175,f2,0.489730519,0.261061309,0.104569851,0.844340018,0.076123367,0.399716393,0.00338196
s175,f2,0.48398566,0.259499631,0.117021219,0.846368868,0.076115755,0.398479191,0.004568821
s175,f2,0.484130878,0.258489553,0.104141992,0.839708896,0.070510052,0.393371823,0.003368122
s175,f3,0.48398566,0.263922442,0.115556002,0.869097467,0.092967994,0.421346392,0.003425527
s175,f3,0.487677964,0.260253272,0.113505952,0.834268488,0.080596504,0.392664391,0.004546489
s175,f3,0.485391256,0.261113526,0.102284207,0.835938695,0.003362737,0.391292467,0.003362737
s175,f4,0.49297343,0.261898043,0.108132279,0.818648884,0.09450524,0.375724168,0.003340616
